image_id	caption
1218	a close up of a sculpture of a person with a bunch of wires
1219	a close up of a woman smoking a cigarette and a poster
1220	a poster for a movie with a pregnant drinking a bottle
1221	a close up of a person holding a gun with a message
1222	a poster with a man sitting on a stool holding a stick
1223	a woman in a hospital bed with a tube in her mouth
1225	arafed image of a man and woman on a runway
1229	a close up of a cigarette being blown by a cigarette lighter
1230	a man flying through the air over a car on fire
1231	shadows of a person's hand and a cell phone
1232	arafed man standing in front of a bed with a stick in his hand
1234	a poster with a chocolate bar and a chocolate bar on it
1235	a close up of a cigarette with a cigarette sticking out of it
1238	a close up of two magazines with a picture of a wave
1240	a poster with a cigarette and a cigarette lighter in front of a mouth
1241	a close up of a group of boats in a body of water
1242	there are three slices of pizza in a box on a table
1243	arafed boat with a giant fish in the water near a boat
1244	there is a whale that is sitting on the back of a car
1246	a close up of a person with a fake phone on their face
1249	a green monster driving a car at night with a steering wheel
1253	arafed image of a car and a fish in a bowl
1254	a poster of a street with a stop sign on it
1256	araf truck parked in a bike lane in a city
1257	a poster with a picture of a brain on a pedestal
1260	a close up of a young boy with a scarf on his neck
1264	a poster with a clock and a message that reads do you sweat on your child's life
1265	a man with a knife in his hand and a caption for ban animal circus
1266	a woman in jeans and a pink shirt is reaching up to a candelab
1270	arafed man with a green shirt and a cloud of smoke
1271	a man is brushing his teeth with a toothbrush
1273	there is a truck with a leopard on the back of it
1275	woman holding a baby in a pan in front of an oven
1276	boxing gloves are red and black in color
1277	a man in a black hoodie holding a sword in the air
1278	arafed image of two children holding guns in a classroom
1281	a poster of a penguin and a seal are in the snow
1287	a close up of a person sitting in a cage with a bottle
1288	a close up of a black and white photo of a flying object
1289	a couple of women standing on top of a rocky cliff
1292	a poster of a baby chewing on a napkin with a green background
1293	surfer standing on the beach with his surfboard under a stormy sky
1294	smoke coming out of a lungs lungs with a cigarette in the middle
1296	arafed man in leather jacket sitting on a chair with a book
1297	two posters for the campaign, with a gun and a gun
1302	a woman with a surprised look on her face and some words
1304	a close up of a snowboarder on a snowy mountain
1306	there is a woman sitting on a bed smoking a cigarette
1307	a green background with a white logo and a green background
1311	a close up of a snake made of vegetables and fruits
1312	a close up of a person with a wound on their leg
1314	a cell phone sitting on top of a keyboard with a keyboard on it
1316	a close up of a cat in a box with a remote
1317	a poster for a movie with a man tied to a rope
1318	a black and white photo of a cigarette with the words for more information on lung cancer, keep
1319	a woman in a tight dress holding a knife and a knife
1320	a close up of a person holding a cat in a dark room
1321	a black and white photo of a young girl with a skull on her head
1322	a close up of a bee flying through the air with a long tail
1323	a red poster with a gold logo and a man in a wheelchair
1324	a poster for a concert with a couple of people on it
1325	a woman sitting on the ground holding a book and a sign
1326	arafed advertisement of a woman blowing a bubble in front of a car
1327	someone is holding a cigarette in their hand and a quote on it
1328	a picture of a drawing of two people sitting on a bench
1329	a woman in a red dress holding a bottle of soda
1330	a poster with a plane and a person on it
1333	there is a man flying through the air on a snowboard
1334	painting of a pig with a plate of food in front of it
1336	a close up of a clock with a person sitting on a bed
1337	a close up of a dog with a rope on its head
1338	a black and white image of a skeleton with a skull on it
